,names,rating,review,cuisine,specdiet,min_price,max_price,url,address,latitude,longtitude,distance
78,Gusto,4.0,83,NotArmenian,Vegetarian,5,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d1100877-Reviews-Gusto-Yerevan.html,"Abovyan str. 11-53, Yerevan 0001 Armenia",44.611092,40.293414,13.844709292406382
79,Navavar & Jean-Paul Existential Cafe,4.5,53,Armenian,NotVegetarian,8,18,https://www.tripadvisor.com/Restaurant_Review-g293932-d7910209-Reviews-Navavar_Jean_Paul_Existential_Cafe-Yerevan.html,"Arami str. 42/1, Yerevan 0010 Armenia",44.512331,40.180777,0.31730548307389345
80,Vegas Restaurant Seafood & More,5.0,13,NotArmenian,NotVegetarian,4,12,https://www.tripadvisor.com/Restaurant_Review-g293932-d15549793-Reviews-Vegas_Restaurant_Seafood_More-Yerevan.html,"Anrapyetutsyan str. 78, Yerevan 0001 Armenia",44.521808,40.178931,0.8518669393743606
81,HyeLandz,4.5,25,Armenian,Vegetarian,10,60,https://www.tripadvisor.com/Restaurant_Review-g293932-d11858377-Reviews-HyeLandz-Yerevan.html,"2nd Street Geghadir, Yerevan 2216 Armenia",44.484591,40.163336,3.693726292765572
82,Bakeryerevan,5.0,17,NotArmenian,Vegetarian,2,6,https://www.tripadvisor.com/Restaurant_Review-g293932-d12360519-Reviews-Bakeryerevan-Yerevan.html,"Vardanantsa str. 7, Yerevan 0010 Armenia",44.512546,40.177628,0.48897940208419083
83,Achajour Cafe,4.0,57,NotArmenian,NotVegetarian,3,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d3640004-Reviews-Achajour_Cafe-Yerevan.html,"Bagramyan Marshal ave 21 Lovers' Park Yerevan, Yerevan 0019 Armenia",44.512546,40.177628,0.48897940208419083
84,Jose Cafe Club Restaurant,4.0,57,Armenian,Vegetarian,2,15,https://www.tripadvisor.com/Restaurant_Review-g293932-d12048582-Reviews-Jose_Cafe_Club_Restaurant-Yerevan.html,"Khanjyan Street 20 Building, Yerevan 0010 Armenia",44.521565,40.175658,0.9587233702857649
85,Chaman Home-Restaurant,5.0,14,Armenian,NotVegetarian,2,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d11994895-Reviews-Chaman_Home_Restaurant-Yerevan.html,"13 Leo Street, Yerevan 0010 Armenia",44.502234,40.179372,1.4158765248638128
86,Beatles Pub Yerevan,4.5,22,NotArmenian,NotVegetarian,2,6,https://www.tripadvisor.com/Restaurant_Review-g293932-d12218822-Reviews-Beatles_Pub_Yerevan-Yerevan.html,"Pushkina str. 60, Yerevan 0002 Armenia",44.512546,40.177628,0.48897940208419083
87,Sushi Toria Yerevan,4.0,59,NotArmenian,NotVegetarian,5,15,https://www.tripadvisor.com/Restaurant_Review-g293932-d2587638-Reviews-Sushi_Toria_Yerevan-Yerevan.html,"1 Sayat-Nova Ave., Intersection with Bayron Street, near Conservatory, Yerevan 0009 Armenia",44.516283,40.186489,0.3290353586252353
88,Magnolia Bar & Restaurant,4.0,30,Armenian,NotVegetarian,4,21,https://www.tripadvisor.com/Restaurant_Review-g293932-d17329480-Reviews-Magnolia_Bar_Restaurant-Yerevan.html,"Mashtots M. ave 42/6, Yerevan 0002 Armenia",44.514244,40.185938,0.24069205234967897
89,"Hugo Bar, Restaurant & Cafe",4.5,22,NotArmenian,NotVegetarian,3,83,https://www.tripadvisor.com/Restaurant_Review-g293932-d16644355-Reviews-Hugo_Bar_Restaurant_Cafe-Yerevan.html,"3/1 Pushkin St, Yerevan 0010 Armenia",44.507929,40.185008,0.7706565022876527
90,Jano Restaurant,4.5,29,Armenian,Vegetarian,2,4,https://www.tripadvisor.com/Restaurant_Review-g293932-d10120520-Reviews-Jano_Restaurant-Yerevan.html,"Tigran Mets 59, Yerevan 0005 Armenia",44.512133,40.159662,1.876203278574704
91,Studio Cafe,4.5,43,Armenian,NotVegetarian,3,15,https://www.tripadvisor.com/Restaurant_Review-g293932-d2185212-Reviews-Studio_Cafe-Yerevan.html,"Isaakyan A. str. 38 0009, Yerevan 0009 Armenia",44.512546,40.177628,0.48897940208419083
92,Art Cafe Van Gogh,4.5,31,Armenian,NotVegetarian,4,12,https://www.tripadvisor.com/Restaurant_Review-g293932-d4069011-Reviews-Art_Cafe_Van_Gogh-Yerevan.html,"Tumanyan 31 / 3, Yerevan 0002 Armenia",44.51216,40.185931,0.36788205106739064
93,Karloff Czech Brewery-Restaurant,4.0,47,NotArmenian,NotVegetarian,10,25,https://www.tripadvisor.com/Restaurant_Review-g293932-d4037415-Reviews-Karloff_Czech_Brewery_Restaurant-Yerevan.html,"31 Moskovyan Str., Yerevan Armenia",44.513499,40.187309,0.3694634866064025
94,Buffalo Grill Bar,4.0,36,NotArmenian,NotVegetarian,4,41,https://www.tripadvisor.com/Restaurant_Review-g293932-d10642484-Reviews-Buffalo_Grill_Bar-Yerevan.html,"Anrapyetutsyan str. 72/1, Yerevan 0001 Armenia",44.520488,40.17838,0.7389022192529662
95,Ingredient,4.5,26,NotArmenian,Vegetarian,2,20,https://www.tripadvisor.com/Restaurant_Review-g293932-d10092419-Reviews-Ingredient-Yerevan.html,"Vazgen Sargsyan Str. 10 -1 Floor, Yerevan 0010 Armenia",44.511055,40.176223,0.6737001792710186
96,Temurnots,4.0,52,Armenian,Vegetarian,2,42,https://www.tripadvisor.com/Restaurant_Review-g293932-d11666687-Reviews-Temurnots-Yerevan.html,"Tamanyan str. 2/67, Yerevan 0009 Armenia",44.515816,40.188997,0.4937571973589403
97,Bazaar Restaurant,5.0,13,Armenian,NotVegetarian,10,52,https://www.tripadvisor.com/Restaurant_Review-g293932-d10523530-Reviews-Bazaar_Restaurant-Yerevan.html,"Northern Ave. 10/1, Yerevan 0013 Armenia",44.514738,40.180736,0.1786036352290815
98,Yasmine Restaurant,5.0,18,Armenian,Vegetarian,2,18,https://www.tripadvisor.com/Restaurant_Review-g293932-d13554060-Reviews-Yasmine_Restaurant-Yerevan.html,"Gazar Parpyettsi str. 26, Yerevan 0002 Armenia",44.512546,40.177628,0.48897940208419083
99,Chinar restaurant,4.5,15,Armenian,NotVegetarian,2,187,https://www.tripadvisor.com/Restaurant_Review-g293932-d12416282-Reviews-Chinar_restaurant-Yerevan.html,"Moskovyan str. 28, Yerevan 0002 Armenia",44.511298,40.188163,0.5599482410913829
100,Panda Hookah,4.0,25,NotArmenian,NotVegetarian,3,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d14109558-Reviews-Panda_Hookah-Yerevan.html,"Saryan St., 2/2, Yerevan 0002 Armenia",44.509286,40.187295,0.6935575932320646
101,August Cafeteria,4.0,67,NotArmenian,Vegetarian,4,6,https://www.tripadvisor.com/Restaurant_Review-g293932-d10161922-Reviews-August_Cafeteria-Yerevan.html,"Tamanyan str. 2/30, Yerevan 0009 Armenia",44.515816,40.188997,0.4937571973589403
102,1880 Bar & More,4.5,18,NotArmenian,NotVegetarian,5,30,https://www.tripadvisor.com/Restaurant_Review-g293932-d16695712-Reviews-1880_Bar_More-Yerevan.html,"Moskovyan, 28, Yerevan Armenia",44.511298,40.188163,0.5599482410913829
103,Level Eleven Rooftop Restaurant,4.5,12,Armenian,NotVegetarian,10,103,https://www.tripadvisor.com/Restaurant_Review-g293932-d13481818-Reviews-Level_Eleven_Rooftop_Restaurant-Yerevan.html,"Northern Avenue, 11, Yerevan 0010 Armenia",44.515026,40.180674,0.18681615536779292
104,Zion Kosher Restaurante,4.5,12,NotArmenian,NotVegetarian,4,16,https://www.tripadvisor.com/Restaurant_Review-g293932-d13791768-Reviews-Zion_Kosher_Restaurante-Yerevan.html,"Bagramyan Marshal ave 25, Yerevan 0019 Armenia",44.512546,40.177628,0.48897940208419083
105,Ayas-Kilikia,4.0,71,Armenian,NotVegetarian,10,50,https://www.tripadvisor.com/Restaurant_Review-g293932-d1819485-Reviews-Ayas_Kilikia-Yerevan.html,"Anrapyetutsyan str. 78, Yerevan 0001 Armenia",44.521808,40.178931,0.8518669393743606
106,Kuj Restaurant,4.5,15,Armenian,NotVegetarian,7,20,https://www.tripadvisor.com/Restaurant_Review-g293932-d15141123-Reviews-Kuj_Restaurant-Yerevan.html,"Komitas ave 16, Yerevan 0012 Armenia",44.497068,40.201838,2.4682066450223163
107,Canvas Art House,4.5,15,NotArmenian,NotVegetarian,2,25,https://www.tripadvisor.com/Restaurant_Review-g293932-d13531583-Reviews-Canvas_Art_House-Yerevan.html,"Teryan St., 25 Northern Avenue, Yerevan 0001 Armenia",44.514774,40.182989,0.0070227935876678105
108,Restaurant Araks Old House,4.5,27,Armenian,Vegetarian,10,100,https://www.tripadvisor.com/Restaurant_Review-g293932-d12982784-Reviews-Restaurant_Araks_Old_House-Yerevan.html,"Tumanyan O. str. 21/1, Yerevan 0001 Armenia",44.510579,40.186351,0.5315858112228484
109,Safran restaurant,4.0,50,NotArmenian,NotVegetarian,5,15,https://www.tripadvisor.com/Restaurant_Review-g293932-d6733407-Reviews-Safran_restaurant-Yerevan.html,"Hanrapetutyan 39/1, Yerevan 00001 Armenia",44.514639,40.17625,0.5353184873580168
110,Jazzve Cafe,3.5,205,Armenian,Vegetarian,1,14,https://www.tripadvisor.com/Restaurant_Review-g293932-d3544154-Reviews-Jazzve_Cafe-Yerevan.html,"Tumanyan O. str. 35, Yerevan 0002 Armenia",44.510579,40.186351,0.5315858112228484
111,Fry Day,4.5,21,Armenian,NotVegetarian,0,8,https://www.tripadvisor.com/Restaurant_Review-g293932-d13821227-Reviews-Fry_Day-Yerevan.html,"Komitas ave 58, Yerevan 0014 Armenia",44.519697,40.206149,1.9234462173958562
112,Magic Doors,4.5,12,Armenian,NotVegetarian,5,20,https://www.tripadvisor.com/Restaurant_Review-g293932-d7153445-Reviews-Magic_Doors-Yerevan.html,"41 Pushkin St, Yerevan Armenia",44.510049,40.18434,0.5291853261181315
113,Jean-Paul Existential Cafe,4.5,17,NotArmenian,NotVegetarian,2,4,https://www.tripadvisor.com/Restaurant_Review-g293932-d12539065-Reviews-Jean_Paul_Existential_Cafe-Yerevan.html,"Arami str. 42/1, Yerevan 0010 Armenia",44.512331,40.180777,0.31730548307389345
114,FABER GE CAFE Boutique,4.0,11,NotArmenian,NotVegetarian,10,15,https://www.tripadvisor.com/Restaurant_Review-g293932-d8125377-Reviews-FABER_GE_CAFE_Boutique-Yerevan.html,"Pushkina str. 41, Yerevan 0010 Armenia",44.512546,40.177628,0.48897940208419083
115,Artbridge,4.5,11,NotArmenian,NotVegetarian,5,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d947409-Reviews-Artbridge-Yerevan.html,"Abovyan str. 20, Yerevan 0001 Armenia",44.591239,40.254896,10.245459145486219
116,Old Beijing,3.5,51,NotArmenian,Vegetarian,10,50,https://www.tripadvisor.com/Restaurant_Review-g293932-d1535571-Reviews-Old_Beijing-Yerevan.html,"Tumanyan O. str. 9-58, Yerevan 0001 Armenia",44.510579,40.186351,0.5315858112228484
117,Jambo Exotic Park Restaurant,4.5,10,Armenian,Vegetarian,6,25,https://www.tripadvisor.com/Restaurant_Review-g293932-d12388567-Reviews-Jambo_Exotic_Park_Restaurant-Yerevan.html,"Azatutyan ave 72, Yerevan 0014 Armenia",44.523793,40.203511,1.9189434330041908
118,Megerian Carpet Restaurant,4.5,17,Armenian,NotVegetarian,12,50,https://www.tripadvisor.com/Restaurant_Review-g293932-d12882020-Reviews-Megerian_Carpet_Restaurant-Yerevan.html,"Madoyan Gukas str. 9, Yerevan 0006 Armenia",44.512546,40.177628,0.48897940208419083
119,Don Quixote Restaurant,4.5,14,Armenian,NotVegetarian,15,20,https://www.tripadvisor.com/Restaurant_Review-g293932-d1636975-Reviews-Don_Quixote_Restaurant-Yerevan.html,"3/1 E. Tadevosyan Street, Yerevan 0009 Armenia",44.491445,40.147227,3.843073028858943
120,Old Friends Eco Tavern,4.0,11,Armenian,NotVegetarian,2,30,https://www.tripadvisor.com/Restaurant_Review-g293932-d13196625-Reviews-Old_Friends_Eco_Tavern-Yerevan.html,"Anrapyetutsyan str. 49, Yerevan 0010 Armenia",44.515367,40.176519,0.519012115418129
121,Maza by Mandaloun,4.0,10,NotArmenian,NotVegetarian,4,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d13973090-Reviews-Maza_by_Mandaloun-Yerevan.html,"Pushkina str. 40, Yerevan 0010 Armenia",44.512546,40.177628,0.48897940208419083
122,Local's Coffee & Eatery,4.5,11,NotArmenian,NotVegetarian,2,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d15514756-Reviews-Local_s_Coffee_Eatery-Yerevan.html,"Arshakunyats ave 34/3, Yerevan 0026 Armenia",44.499736,40.155334,2.757308502717131
123,Tap Station,4.0,12,NotArmenian,NotVegetarian,9,30,https://www.tripadvisor.com/Restaurant_Review-g293932-d16926176-Reviews-Tap_Station-Yerevan.html,"Amiryan str. 7/1 7/1, Yerevan 0010 Armenia",44.509196,40.179365,0.6769677911209516
124,Loft Room,4.0,14,Armenian,NotVegetarian,4,8,https://www.tripadvisor.com/Restaurant_Review-g293932-d12641496-Reviews-Loft_Room-Yerevan.html,"Northern Avenue, 12, Yerevan 0001 Armenia",44.514226,40.181211,0.15077340863352187
125,UnderGround Pub,4.5,10,NotArmenian,NotVegetarian,5,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d4107720-Reviews-UnderGround_Pub-Yerevan.html,"Nalbandyan str. 48, Yerevan 0010 Armenia",44.516526,40.179151,0.365317139587164
126,Abu Hagop Restaurant,4.0,18,NotArmenian,Vegetarian,10,31,https://www.tripadvisor.com/Restaurant_Review-g293932-d10826056-Reviews-Abu_Hagop_Restaurant-Yerevan.html,"Pushkina str. 44, Yerevan 0010 Armenia",44.512546,40.177628,0.48897940208419083
127,Vernatun,4.0,23,Armenian,NotVegetarian,5,50,https://www.tripadvisor.com/Restaurant_Review-g293932-d9764628-Reviews-Vernatun-Yerevan.html,"Pushkin 1/19, Yerevan Armenia",44.516373,40.179764,0.3155503706609457
128,Just Cafe,4.0,21,NotArmenian,Vegetarian,2,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d11739292-Reviews-Just_Cafe-Yerevan.html,"Northern Ave., 10, Yerevan 0001 Armenia",44.514118,40.181942,0.10573511866939839
129,Ginovkats Wine House,3.5,37,Armenian,NotVegetarian,3,37,https://www.tripadvisor.com/Restaurant_Review-g293932-d12327548-Reviews-Ginovkats_Wine_House-Yerevan.html,"Abovyan str. 7/3, Yerevan 0001 Armenia",44.589532,40.252577,9.985401861360648
130,"""TAO"" Chinese and Japanese Cuisine Restaurant",4.0,28,NotArmenian,NotVegetarian,10,100,https://www.tripadvisor.com/Restaurant_Review-g293932-d7341050-Reviews-TAO_Chinese_and_Japanese_Cuisine_Restaurant-Yerevan.html,"Tumanyan O. str. 10, Yerevan 0019 Armenia",44.510579,40.186351,0.5315858112228484
131,Tavern Ani,4.0,22,NotArmenian,NotVegetarian,10,50,https://www.tripadvisor.com/Restaurant_Review-g293932-d7824783-Reviews-Tavern_Ani-Yerevan.html,"Anrapyetutsyan str. 85A Hanrapetutiyan 85a, Yerevan 0001 Armenia",44.522769,40.179744,0.9316955897664375
132,Ristorante Marina Stile Italiano,4.0,15,NotArmenian,NotVegetarian,10,50,https://www.tripadvisor.com/Restaurant_Review-g293932-d7644714-Reviews-Ristorante_Marina_Stile_Italiano-Yerevan.html,"Tamanyan str. 1/1, Yerevan 0009 Armenia",44.514918,40.189045,0.48261409432963126
133,Grill House,3.5,11,Armenian,NotVegetarian,6,25,https://www.tripadvisor.com/Restaurant_Review-g293932-d19462681-Reviews-Grill_House-Yerevan.html,"Amiryan str. 4/6, Yerevan 0010 Armenia",44.510507,40.179868,0.5287183973092424
134,26 Irish Pub,4.0,23,NotArmenian,NotVegetarian,10,20,https://www.tripadvisor.com/Restaurant_Review-g293932-d947413-Reviews-26_Irish_Pub-Yerevan.html,"Parpyetsi str. 26, Yerevan 0002 Armenia",44.511558,40.185766,0.4144376838904851
135,Rooftop Official,4.5,10,NotArmenian,NotVegetarian,8,21,https://www.tripadvisor.com/Restaurant_Review-g293932-d17707817-Reviews-Rooftop_Official-Yerevan.html,"Paronyan str. 40, Yerevan 0015 Armenia",44.502279,40.18383,1.3831155830454285
136,Yum Yum Donuts,4.0,10,NotArmenian,NotVegetarian,5,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d1079924-Reviews-Yum_Yum_Donuts-Yerevan.html,"Abovyan str. 25, Yerevan 0009 Armenia",44.591239,40.254896,10.245459145486219
137,L'Orange,4.0,15,Armenian,NotVegetarian,5,12,https://www.tripadvisor.com/Restaurant_Review-g293932-d3445430-Reviews-L_Orange-Yerevan.html,"10.Tumanyan str., Yerevan 0060 Armenia",44.521116,40.180019,0.7497113120194709
138,Tavern Melnitsa,3.5,51,Armenian,Vegetarian,5,100,https://www.tripadvisor.com/Restaurant_Review-g293932-d7195192-Reviews-Tavern_Melnitsa-Yerevan.html,"Khandzhyan St. 8/1, Yerevan 0013 Armenia",44.512546,40.177628,0.48897940208419083
139,Arvasar,4.0,11,NotArmenian,NotVegetarian,5,20,https://www.tripadvisor.com/Restaurant_Review-g293932-d6959083-Reviews-Arvasar-Yerevan.html,"Amiryan str. 27, Yerevan 0002 Armenia",44.505746,40.181887,1.0000083300814318
140,Samurai Sushi Bar,3.5,23,NotArmenian,NotVegetarian,10,70,https://www.tripadvisor.com/Restaurant_Review-g293932-d1100884-Reviews-Samurai_Sushi_Bar-Yerevan.html,"Bagramyan Marshal ave 2, Yerevan 0019 Armenia",44.512546,40.177628,0.48897940208419083
141,Wild West Pub,5.0,30,NotArmenian,Vegetarian,3,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d7907467-Reviews-Wild_West_Pub-Yerevan.html,"Tumanyan O. str. 25 corner withTeryan St., Yerevan 0002 Armenia",44.510579,40.186351,0.5315858112228484
142,12 Ktor Pizza,3.5,10,NotArmenian,NotVegetarian,6,9,https://www.tripadvisor.com/Restaurant_Review-g293932-d15635060-Reviews-12_Ktor_Pizza-Yerevan.html,"18 Mesrop Mashtots Avenue, Yerevan 0002 Armenia",44.507408,40.180323,0.8386155687334251
144,Beijing Cascade,3.0,26,NotArmenian,Vegetarian,6,19,https://www.tripadvisor.com/Restaurant_Review-g293932-d8543082-Reviews-Beijing_Cascade-Yerevan.html,"Tamanyan str. 2 Behind Tamanyan's Monument, Yerevan 0009 Armenia",44.515646,40.18919,0.5044081229930085
145,Amigo Latino Club,4.5,30,NotArmenian,NotVegetarian,5,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d6750656-Reviews-Amigo_Latino_Club-Yerevan.html,"Abovyan str. 41/4, Yerevan 0002 Armenia",44.591239,40.254896,10.245459145486219
146,Tbiliso Restaurant,4.0,15,NotArmenian,NotVegetarian,6,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d9730059-Reviews-Tbiliso_Restaurant-Yerevan.html,"Leo 52, Yerevan 0013 Armenia",44.502656,40.180088,1.3592005141844004
147,Gemini Cafeteria,4.5,14,NotArmenian,NotVegetarian,2,6,https://www.tripadvisor.com/Restaurant_Review-g293932-d10389019-Reviews-Gemini_Cafeteria-Yerevan.html,"Parpeci 28, Yerevan 0089 Armenia",44.512546,40.177628,0.48897940208419083
148,Dom By Eg,3.0,12,Armenian,NotVegetarian,1,37,https://www.tripadvisor.com/Restaurant_Review-g293932-d14060128-Reviews-Dom_By_Eg-Yerevan.html,"Saryan st., 8, Yerevan 0002 Armenia",44.50845,40.186792,0.7588321831816167
149,Kebabji,4.5,11,Armenian,NotVegetarian,0,6,https://www.tripadvisor.com/Restaurant_Review-g293932-d12512948-Reviews-Kebabji-Yerevan.html,"10.Tumanyan str. 23/1, Yerevan 0060 Armenia",44.514235,40.184153,0.10708192501382309
150,Fish House,4.5,51,NotArmenian,Vegetarian,20,50,https://www.tripadvisor.com/Restaurant_Review-g293932-d12681913-Reviews-Fish_House-Yerevan.html,"Northern Avenue 1/5 Above Segafredo Cafe, Yerevan 0001 Armenia",44.515187,40.183609,0.07268458532453304
151,Black Star Burger,4.0,65,NotArmenian,NotVegetarian,1,10,https://www.tripadvisor.com/Restaurant_Review-g293932-d17491204-Reviews-Black_Star_Burger-Yerevan.html,"Abovyan str. 1/3 Gai Ave.16 , Arshakunyats Ave.34, Yerevan 0010 Armenia",44.499287,40.15472,2.826376515451316
152,KFC,4.5,22,NotArmenian,NotVegetarian,1,3,https://www.tripadvisor.com/Restaurant_Review-g293932-d9886084-Reviews-KFC-Yerevan.html,"Komitas ave 29/1, Yerevan 0012 Armenia",44.50509,40.20575,2.102526833320101
153,Beijing,3.0,12,NotArmenian,NotVegetarian,4,21,https://www.tripadvisor.com/Restaurant_Review-g293932-d10453874-Reviews-Beijing-Yerevan.html,"Nalbandyan str. 1, Yerevan 0010 Armenia",44.515178,40.178903,0.32844374984225283
154,Tsirani Home Restaurant,4.5,170,Armenian,Vegetarian,6,21,https://www.tripadvisor.com/Restaurant_Review-g293932-d10189466-Reviews-Tsirani_Home_Restaurant-Yerevan.html,"North Avenue 5, Yerevan 0013 Armenia",44.515394,40.182066,0.10518812154414943
155,Aires,5.0,42,NotArmenian,Vegetarian,5,20,https://www.tripadvisor.com/Restaurant_Review-g293932-d11686866-Reviews-Aires-Yerevan.html,"Kokhbatsi st.49, Yerevan 0002 Armenia",44.511495,40.182293,0.36154389345475696
156,Koziryok,4.0,18,NotArmenian,Vegetarian,2,11,https://www.tripadvisor.com/Restaurant_Review-g293932-d7854934-Reviews-Koziryok-Yerevan.html,"Mashtots M. ave 37/1, Yerevan 0002 Armenia",44.513939,40.186551,0.2964550045592682
